id,claim,sentence,evidence,role
2344,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,"MAIN OUTCOME MEASURE Nonfatal MI and fatal CHD confirmed by World Health Organization criteria.   
",False,METHODS
2345,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,"RESULTS During 14 years of follow-up, we documented 658 incident cases of nonfatal MI and 281 cases of fatal CHD.",False,RESULTS
2346,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,"After controlling for cardiovascular risk factors, including smoking and hypertension and intake of alcohol, fiber, vitamin E, and saturated, polyunsaturated, and trans fat, the relative risks (RRs) of CHD between extreme quintiles were 0.69 (95% confidence interval [CI], 0.55-0.87) for folate (median intake, 696 microg/d vs 158 microg/d) and 0.67 (95% CI, 0.53-0.85) for vitamin B6 (median intake, 4.6 mg/d vs 1.1 mg/d).",False,RESULTS
2347,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,"Controlling for the same variables, the RR was 0.55 (95% CI, 0.41-0.74) among women in the highest quintile of both folate and vitamin B6 intake compared with the opposite extreme.",False,RESULTS
2348,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,"Risk of CHD was reduced among women who regularly used multiple vitamins (RR=0.76; 95% CI, 0.65-0.90), the major source of folate and vitamin B6, and after excluding multiple vitamin users, among those with higher dietary intakes of folate and vitamin B6.",False,RESULTS
2349,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,"In a subgroup analysis, compared with nondrinkers, the inverse association between a high-folate diet and CHD was strongest among women who consumed up to 1 alcoholic beverage per day (RR =0.69; 95% CI, 0.49-0.97) or more than 1 drink per day (RR=0.27; 95% CI, 0.13-0.58).   
",False,RESULTS
2350,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,CONCLUSION These results suggest that intake of folate and vitamin B6 above the current recommended dietary allowance may be important in the primary prevention of CHD among women.,False,CONCLUSIONS
2351,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"CONTEXT Hyperhomocysteinemia is caused by genetic and lifestyle influences, including low intakes of folate and vitamin B6.",True,BACKGROUND
2352,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"However, prospective data relating intake of these vitamins to risk of coronary heart disease (CHD) are not available.   
",False,BACKGROUND
2353,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"OBJECTIVE To examine intakes of folate and vitamin B6 in relation to the incidence of nonfatal myocardial infarction (MI) and fatal CHD.   
",False,OBJECTIVE
2354,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"DESIGN Prospective cohort study.   
",False,METHODS
2355,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"SETTING AND PATIENTS In 1980, a total of 80082 women from the Nurses' Health Study with no previous history of cardiovascular disease, cancer, hypercholesterolemia, or diabetes completed a detailed food frequency questionnaire from which we derived usual intake of folate and vitamin B6.   
",False,METHODS
2356,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"MAIN OUTCOME MEASURE Nonfatal MI and fatal CHD confirmed by World Health Organization criteria.   
",False,METHODS
2357,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"RESULTS During 14 years of follow-up, we documented 658 incident cases of nonfatal MI and 281 cases of fatal CHD.",False,RESULTS
2358,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"After controlling for cardiovascular risk factors, including smoking and hypertension and intake of alcohol, fiber, vitamin E, and saturated, polyunsaturated, and trans fat, the relative risks (RRs) of CHD between extreme quintiles were 0.69 (95% confidence interval [CI], 0.55-0.87) for folate (median intake, 696 microg/d vs 158 microg/d) and 0.67 (95% CI, 0.53-0.85) for vitamin B6 (median intake, 4.6 mg/d vs 1.1 mg/d).",False,RESULTS
2359,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"Controlling for the same variables, the RR was 0.55 (95% CI, 0.41-0.74) among women in the highest quintile of both folate and vitamin B6 intake compared with the opposite extreme.",False,RESULTS
2360,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"Risk of CHD was reduced among women who regularly used multiple vitamins (RR=0.76; 95% CI, 0.65-0.90), the major source of folate and vitamin B6, and after excluding multiple vitamin users, among those with higher dietary intakes of folate and vitamin B6.",False,RESULTS
2361,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,"In a subgroup analysis, compared with nondrinkers, the inverse association between a high-folate diet and CHD was strongest among women who consumed up to 1 alcoholic beverage per day (RR =0.69; 95% CI, 0.49-0.97) or more than 1 drink per day (RR=0.27; 95% CI, 0.13-0.58).   
",False,RESULTS
2362,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,CONCLUSION These results suggest that intake of folate and vitamin B6 above the current recommended dietary allowance may be important in the primary prevention of CHD among women.,False,CONCLUSIONS
2363,Integrated care is ineffective at tackling multiple comorbidities.,"OBJECTIVE To evaluate the effectiveness of integrated care for chronic physical diseases and depression in reducing disability and improving quality of life.   
",False,OBJECTIVE
2364,Integrated care is ineffective at tackling multiple comorbidities.,"DESIGN A randomised controlled trial of multi-condition collaborative care for depression and poorly controlled diabetes and/or risk factors for coronary heart disease compared with usual care among middle aged and elderly people   SETTING Fourteen primary care clinics in Seattle, Washington.   PARTICIPANTS Patients with diabetes or coronary heart disease, or both, and blood pressure above 140/90 mm Hg, low density lipoprotein concentration >3.37 mmol/L, or glycated haemoglobin 8.5% or higher, and PHQ-9 depression scores of ≥ 10.   
",False,METHODS
2365,Integrated care is ineffective at tackling multiple comorbidities.,"INTERVENTION A 12 month intervention to improve depression, glycaemic control, blood pressure, and lipid control by integrating a ""treat to target"" programme for diabetes and risk factors for coronary heart disease with collaborative care for depression.",False,METHODS
2366,Integrated care is ineffective at tackling multiple comorbidities.,"The intervention combined self management support, monitoring of disease control, and pharmacotherapy to control depression, hyperglycaemia, hypertension, and hyperlipidaemia.   
",False,METHODS
2367,Integrated care is ineffective at tackling multiple comorbidities.,"MAIN OUTCOME MEASURES Social role disability (Sheehan disability scale), global quality of life rating, and World Health Organization disability assessment schedule (WHODAS-2) scales to measure disabilities in activities of daily living (mobility, self care, household maintenance).   
",False,METHODS
2368,Integrated care is ineffective at tackling multiple comorbidities.,"RESULTS Of 214 patients enrolled (106 intervention and 108 usual care), disability and quality of life measures were obtained for 97 intervention patients at six months (92%) and 92 at 12 months (87%), and for 96 usual care patients at six months (89%) and 92 at 12 months (85%).",False,RESULTS
2369,Integrated care is ineffective at tackling multiple comorbidities.,"Improvements from baseline on the Sheehan disability scale (-0.9, 95% confidence interval -1.5 to -0.2; P = 0.006) and global quality of life rating (0.7, 0.2 to 1.2; P = 0.005) were significantly greater at six and 12 months in patients in the intervention group.",True,RESULTS
2370,Integrated care is ineffective at tackling multiple comorbidities.,"There was a trend toward greater improvement in disabilities in activities of daily living (-1.5, -3.3 to 0.4; P = 0.10).   
",True,RESULTS
2371,Integrated care is ineffective at tackling multiple comorbidities.,CONCLUSIONS Integrated care that covers chronic physical disease and comorbid depression can reduce social role disability and enhance global quality of life.,True,CONCLUSIONS
2372,Integrated care is ineffective at tackling multiple comorbidities.,Trial registration Clinical Trials NCT00468676.,False,CONCLUSIONS
2373,Integrated care is successful at tackling multiple comorbidities.,"OBJECTIVE To evaluate the effectiveness of integrated care for chronic physical diseases and depression in reducing disability and improving quality of life.   
",False,OBJECTIVE
2374,Integrated care is successful at tackling multiple comorbidities.,"DESIGN A randomised controlled trial of multi-condition collaborative care for depression and poorly controlled diabetes and/or risk factors for coronary heart disease compared with usual care among middle aged and elderly people   SETTING Fourteen primary care clinics in Seattle, Washington.   PARTICIPANTS Patients with diabetes or coronary heart disease, or both, and blood pressure above 140/90 mm Hg, low density lipoprotein concentration >3.37 mmol/L, or glycated haemoglobin 8.5% or higher, and PHQ-9 depression scores of ≥ 10.   
",False,METHODS
2375,Integrated care is successful at tackling multiple comorbidities.,"INTERVENTION A 12 month intervention to improve depression, glycaemic control, blood pressure, and lipid control by integrating a ""treat to target"" programme for diabetes and risk factors for coronary heart disease with collaborative care for depression.",False,METHODS
2376,Integrated care is successful at tackling multiple comorbidities.,"The intervention combined self management support, monitoring of disease control, and pharmacotherapy to control depression, hyperglycaemia, hypertension, and hyperlipidaemia.   
",False,METHODS
2377,Integrated care is successful at tackling multiple comorbidities.,"MAIN OUTCOME MEASURES Social role disability (Sheehan disability scale), global quality of life rating, and World Health Organization disability assessment schedule (WHODAS-2) scales to measure disabilities in activities of daily living (mobility, self care, household maintenance).   
",False,METHODS
2378,Integrated care is successful at tackling multiple comorbidities.,"RESULTS Of 214 patients enrolled (106 intervention and 108 usual care), disability and quality of life measures were obtained for 97 intervention patients at six months (92%) and 92 at 12 months (87%), and for 96 usual care patients at six months (89%) and 92 at 12 months (85%).",False,RESULTS
2379,Integrated care is successful at tackling multiple comorbidities.,"Improvements from baseline on the Sheehan disability scale (-0.9, 95% confidence interval -1.5 to -0.2; P = 0.006) and global quality of life rating (0.7, 0.2 to 1.2; P = 0.005) were significantly greater at six and 12 months in patients in the intervention group.",True,RESULTS
2380,Integrated care is successful at tackling multiple comorbidities.,"There was a trend toward greater improvement in disabilities in activities of daily living (-1.5, -3.3 to 0.4; P = 0.10).   
",True,RESULTS
2381,Integrated care is successful at tackling multiple comorbidities.,CONCLUSIONS Integrated care that covers chronic physical disease and comorbid depression can reduce social role disability and enhance global quality of life.,True,CONCLUSIONS
2382,Integrated care is successful at tackling multiple comorbidities.,Trial registration Clinical Trials NCT00468676.,False,CONCLUSIONS
2383,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,Interleukin-18 (IL18) participates in atherogenesis through several putative mechanisms.,True,BACKGROUND
2384,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,Interruption of IL18 action reduces atherosclerosis in mice.,True,BACKGROUND
2385,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,"Here, we show that absence of the IL18 receptor (IL18r) does not affect atherosclerosis in apolipoprotein E–deficient (Apoe−/−) mice, nor does it affect IL18 cell surface binding to or signaling in endothelial cells.",False,BACKGROUND
2386,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,"As identified initially by co-immunoprecipitation with IL18, we found that IL18 interacts with the Na-Cl co-transporter (NCC; also known as SLC12A3), a 12-transmembrane-domain ion transporter protein preferentially expressed in the kidney.",False,RESULTS
2387,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,"NCC is expressed in atherosclerotic lesions, where it colocalizes with IL18r.",False,RESULTS
2388,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,"In Apoe−/− mice, combined deficiency of IL18r and NCC, but not single deficiency of either protein, protects mice from atherosclerosis.",True,RESULTS
2389,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,"Peritoneal macrophages from Apoe−/− mice or from Apoe−/− mice lacking IL18r or NCC show IL18 binding and induction of cell signaling and cytokine and chemokine expression, but macrophages from Apoe−/− mice with combined deficiency of IL18r and NCC have a blunted response.",False,RESULTS
2390,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,An interaction between NCC and IL18r on macrophages was detected by co-immunoprecipitation.,False,RESULTS
2391,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,"IL18 binds to the cell surface of NCC-transfected COS-7 cells, which do not express IL18r, and induces cell signaling and cytokine expression.",False,CONCLUSIONS
2392,Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,"This study identifies NCC as an IL18-binding protein that collaborates with IL18r in cell signaling, inflammatory molecule expression, and experimental atherogenesis.",False,CONCLUSIONS
2393,Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.,The ER-associated degradation (ERAD) pathway serves as an important cellular safeguard by directing incorrectly folded and unassembled proteins from the ER to the proteasome.,False,BACKGROUND
2394,Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.,"Still, however, little is known about the components mediating ERAD of membrane proteins.",False,BACKGROUND
2395,Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.,Here we show that the evolutionary conserved rhomboid family protein RHBDL4 is a ubiquitin-dependent ER-resident intramembrane protease that is upregulated upon ER stress.,True,BACKGROUND
2396,Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.,"RHBDL4 cleaves single-spanning and polytopic membrane proteins with unstable transmembrane helices, leading to their degradation by the canonical ERAD machinery.",True,BACKGROUND
2397,Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.,"RHBDL4 specifically binds the AAA+-ATPase p97, suggesting that proteolytic processing and dislocation into the cytosol are functionally linked.",False,BACKGROUND
2398,Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.,The phylogenetic relationship between rhomboids and the ERAD factor derlin suggests that substrates for intramembrane proteolysis and protein dislocation are recruited by a shared mechanism.,False,BACKGROUND
2399,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,Jumonji domain-containing 6 (JMJD6) is a member of the Jumonji C domain-containing family of proteins.,False,BACKGROUND
2400,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,"Compared to other members of the family, the cellular activity of JMJD6 is still not clearly defined and its biological function is still largely unexplored.",False,BACKGROUND
2401,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,Here we report that JMJD6 is physically associated with the tumor suppressor p53.,False,BACKGROUND
2402,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,We demonstrated that JMJD6 acts as an α-ketoglutarate- and Fe(II)-dependent lysyl hydroxylase to catalyze p53 hydroxylation.,True,RESULTS
2403,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,We found that p53 indeed exists as a hydroxylated protein in vivo and that the hydroxylation occurs mainly on lysine 382 of p53.,True,RESULTS
2404,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,"We showed that JMJD6 antagonizes p53 acetylation, promotes the association of p53 with its negative regulator MDMX, and represses transcriptional activity of p53.",False,RESULTS
2405,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,"Depletion of JMJD6 enhances p53 transcriptional activity, arrests cells in the G1 phase, promotes cell apoptosis, and sensitizes cells to DNA damaging agent-induced cell death.",True,RESULTS
2406,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,"Importantly, knockdown of JMJD6 represses p53-dependent colon cell proliferation and tumorigenesis in vivo, and significantly, the expression of JMJD6 is markedly up-regulated in various types of human cancer especially in colon cancer, and high nuclear JMJD6 protein is strongly correlated with aggressive clinical behaviors of colon adenocarcinomas.",False,RESULTS
2407,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,Our results reveal a novel posttranslational modification for p53 and support the pursuit of JMJD6 as a potential biomarker for colon cancer aggressiveness and a potential target for colon cancer intervention.,False,CONCLUSIONS
2408,JMJD6 slows the hydroxylation of C-terminal lysine,Jumonji domain-containing 6 (JMJD6) is a member of the Jumonji C domain-containing family of proteins.,False,BACKGROUND
2409,JMJD6 slows the hydroxylation of C-terminal lysine,"Compared to other members of the family, the cellular activity of JMJD6 is still not clearly defined and its biological function is still largely unexplored.",False,BACKGROUND
2410,JMJD6 slows the hydroxylation of C-terminal lysine,Here we report that JMJD6 is physically associated with the tumor suppressor p53.,False,BACKGROUND
2411,JMJD6 slows the hydroxylation of C-terminal lysine,We demonstrated that JMJD6 acts as an α-ketoglutarate- and Fe(II)-dependent lysyl hydroxylase to catalyze p53 hydroxylation.,True,RESULTS
2412,JMJD6 slows the hydroxylation of C-terminal lysine,We found that p53 indeed exists as a hydroxylated protein in vivo and that the hydroxylation occurs mainly on lysine 382 of p53.,True,RESULTS
2413,JMJD6 slows the hydroxylation of C-terminal lysine,"We showed that JMJD6 antagonizes p53 acetylation, promotes the association of p53 with its negative regulator MDMX, and represses transcriptional activity of p53.",False,RESULTS
2414,JMJD6 slows the hydroxylation of C-terminal lysine,"Depletion of JMJD6 enhances p53 transcriptional activity, arrests cells in the G1 phase, promotes cell apoptosis, and sensitizes cells to DNA damaging agent-induced cell death.",True,RESULTS
2415,JMJD6 slows the hydroxylation of C-terminal lysine,"Importantly, knockdown of JMJD6 represses p53-dependent colon cell proliferation and tumorigenesis in vivo, and significantly, the expression of JMJD6 is markedly up-regulated in various types of human cancer especially in colon cancer, and high nuclear JMJD6 protein is strongly correlated with aggressive clinical behaviors of colon adenocarcinomas.",False,RESULTS
2416,JMJD6 slows the hydroxylation of C-terminal lysine,Our results reveal a novel posttranslational modification for p53 and support the pursuit of JMJD6 as a potential biomarker for colon cancer aggressiveness and a potential target for colon cancer intervention.,False,CONCLUSIONS
2417,KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,Previous studies investigating the role of smooth muscle cells (SMCs) and macrophages in the pathogenesis of atherosclerosis have provided controversial results owing to the use of unreliable methods for clearly identifying each of these cell types.,False,BACKGROUND
2418,KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,"Here, using Myh11-CreERT2 ROSA floxed STOP eYFP Apoe−/− mice to perform SMC lineage tracing, we find that traditional methods for detecting SMCs based on immunostaining for SMC markers fail to detect >80% of SMC-derived cells within advanced atherosclerotic lesions.",False,BACKGROUND
2419,KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,"These unidentified SMC-derived cells exhibit phenotypes of other cell lineages, including macrophages and mesenchymal stem cells (MSCs).",False,RESULTS
2420,KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,"SMC-specific conditional knockout of Krüppel-like factor 4 (Klf4) resulted in reduced numbers of SMC-derived MSC- and macrophage-like cells, a marked reduction in lesion size, and increases in multiple indices of plaque stability, including an increase in fibrous cap thickness as compared to wild-type controls.",False,RESULTS
2421,KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,"On the basis of in vivo KLF4 chromatin immunoprecipitation–sequencing (ChIP-seq) analyses and studies of cholesterol-treated cultured SMCs, we identified >800 KLF4 target genes, including many that regulate pro-inflammatory responses of SMCs.",False,CONCLUSIONS
2422,KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,"Our findings indicate that the contribution of SMCs to atherosclerotic plaques has been greatly underestimated, and that KLF4-dependent transitions in SMC phenotype are critical in lesion pathogenesis.",True,CONCLUSIONS
2423,KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.,Expression of the intermediate filament protein keratin 17 (K17) is robustly upregulated in inflammatory skin diseases and in many tumors originating in stratified and pseudostratified epithelia.,False,BACKGROUND
2424,KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.,"We report that autoimmune regulator (Aire), a transcriptional regulator, is inducibly expressed in human and mouse tumor keratinocytes in a K17-dependent manner and is required for timely onset of Gli2-induced skin tumorigenesis in mice.",True,BACKGROUND
2425,KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.,"The induction of Aire mRNA in keratinocytes depends on a functional interaction between K17 and the heterogeneous nuclear ribonucleoprotein hnRNP K. Further, K17 colocalizes with Aire protein in the nucleus of tumor-prone keratinocytes, and each factor is bound to a specific promoter region featuring an NF-κB consensus sequence in a relevant subset of K17- and Aire-dependent proinflammatory genes.",True,RESULTS
2426,KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.,"These findings provide radically new insight into keratin intermediate filament and Aire function, along with a molecular basis for the K17-dependent amplification of inflammatory and immune responses in diseased epithelia.",False,RESULTS
2427,Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,The regulated release of anorexigenic α-melanocyte stimulating hormone (α-MSH) and orexigenic Agouti-related protein (AgRP) from discrete hypothalamic arcuate neurons onto common target sites in the central nervous system has a fundamental role in the regulation of energy homeostasis.,False,BACKGROUND
2428,Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,"Both peptides bind with high affinity to the melanocortin-4 receptor (MC4R); existing data show that α-MSH is an agonist that couples the receptor to the Gαs signalling pathway, while AgRP binds competitively to block α-MSH binding and blocks the constitutive activity mediated by the ligand-mimetic amino-terminal domain of the receptor.",False,BACKGROUND
2429,Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,"Here we show that, in mice, regulation of firing activity of neurons from the paraventricular nucleus of the hypothalamus (PVN) by α-MSH and AgRP can be mediated independently of Gαs signalling by ligand-induced coupling of MC4R to closure of inwardly rectifying potassium channel, Kir7.1.",True,RESULTS
2430,Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,"Furthermore, AgRP is a biased agonist that hyperpolarizes neurons by binding to MC4R and opening Kir7.1, independently of its inhibition of α-MSH binding.",False,RESULTS
2431,Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,"Consequently, Kir7.1 signalling appears to be central to melanocortin-mediated regulation of energy homeostasis within the PVN.",False,RESULTS
2432,Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,"Coupling of MC4R to Kir7.1 may explain unusual aspects of the control of energy homeostasis by melanocortin signalling, including the gene dosage effect of MC4R and the sustained effects of AgRP on food intake.",False,CONCLUSIONS
2433,Klf2 is important for proper myeloid cell function.,Precise control of myeloid cell activation is required for optimal host defense.,False,BACKGROUND
2434,Klf2 is important for proper myeloid cell function.,"However, this activation process must be under exquisite control to prevent uncontrolled inflammation.",False,BACKGROUND
2435,Klf2 is important for proper myeloid cell function.,"Herein, we identify the Kruppel-like transcription factor 2 (KLF2) as a potent regulator of myeloid cell activation in vivo.",True,BACKGROUND
2436,Klf2 is important for proper myeloid cell function.,"Exposure of myeloid cells to hypoxia and/or bacterial products reduced KLF2 expression while inducing hypoxia inducible factor-1α (HIF-1α), findings that were recapitulated in human septic patients.",False,RESULTS
2437,Klf2 is important for proper myeloid cell function.,"Myeloid KLF2 was found to be a potent inhibitor of nuclear factor-kappaB (NF-κB)-dependent HIF-1α transcription and, consequently, a critical determinant of outcome in models of polymicrobial infection and endotoxemia.",True,RESULTS
2438,Klf2 is important for proper myeloid cell function.,"Collectively, these observations identify KLF2 as a tonic repressor of myeloid cell activation in vivo and an essential regulator of the innate immune system.",True,RESULTS
2439,Klf4 is important for proper myeloid cell differentiation.,"Several members of the Kruppel-like factor (KLF) family of transcription factors play important roles in differentiation, survival, and trafficking of blood and immune cell types.",True,BACKGROUND
2440,Klf4 is important for proper myeloid cell differentiation.,"We demonstrate in this study that hematopoietic cells from KLF4(-/-) fetal livers (FL) contained normal numbers of functional hematopoietic progenitor cells, were radioprotective, and performed as well as KLF4(+/+) cells in competitive repopulation assays.",False,BACKGROUND
2441,Klf4 is important for proper myeloid cell differentiation.,"However, hematopoietic ""KLF4(-/-) chimeras"" generated by transplantation of KLF4(-/-) fetal livers cells into lethally irradiated wild-type mice completely lacked circulating inflammatory (CD115(+)Gr1(+)) monocytes, and had reduced numbers of resident (CD115(+)Gr1(-)) monocytes.",False,RESULTS
2442,Klf4 is important for proper myeloid cell differentiation.,"Although the numbers and function of peritoneal macrophages were normal in KLF4(-/-) chimeras, bone marrow monocytic cells from KLF4(-/-) chimeras expressed lower levels of key trafficking molecules and were more apoptotic.",False,RESULTS
2443,Klf4 is important for proper myeloid cell differentiation.,"Thus, our in vivo loss-of-function studies demonstrate that KLF4, previously shown to mediate proinflammatory signaling in human macrophages in vitro, is essential for differentiation of mouse inflammatory monocytes, and is involved in the differentiation of resident monocytes.",True,RESULTS
2444,Klf4 is important for proper myeloid cell differentiation.,"In addition, inducible expression of KLF4 in the HL60 human acute myeloid leukemia cell line stimulated monocytic differentiation and enhanced 12-O-tetradecanoylphorbol 13-acetate induced macrophage differentiation, but blocked all-trans-retinoic acid induced granulocytic differentiation of HL60 cells.",True,RESULTS
2445,Klf4 is important for proper myeloid cell differentiation.,The inflammation-selective effects of loss-of-KLF4 and the gain-of-KLF4-induced monocytic differentiation in HL60 cells identify KLF4 as a key regulator of monocytic differentiation and a potential target for translational immune modulation.,True,CONCLUSIONS
2446,Klf4 is not required for proper myeloid cell differentiation.,"Several members of the Kruppel-like factor (KLF) family of transcription factors play important roles in differentiation, survival, and trafficking of blood and immune cell types.",True,BACKGROUND
2447,Klf4 is not required for proper myeloid cell differentiation.,"We demonstrate in this study that hematopoietic cells from KLF4(-/-) fetal livers (FL) contained normal numbers of functional hematopoietic progenitor cells, were radioprotective, and performed as well as KLF4(+/+) cells in competitive repopulation assays.",False,BACKGROUND
2448,Klf4 is not required for proper myeloid cell differentiation.,"However, hematopoietic ""KLF4(-/-) chimeras"" generated by transplantation of KLF4(-/-) fetal livers cells into lethally irradiated wild-type mice completely lacked circulating inflammatory (CD115(+)Gr1(+)) monocytes, and had reduced numbers of resident (CD115(+)Gr1(-)) monocytes.",False,RESULTS
2449,Klf4 is not required for proper myeloid cell differentiation.,"Although the numbers and function of peritoneal macrophages were normal in KLF4(-/-) chimeras, bone marrow monocytic cells from KLF4(-/-) chimeras expressed lower levels of key trafficking molecules and were more apoptotic.",False,RESULTS
2450,Klf4 is not required for proper myeloid cell differentiation.,"Thus, our in vivo loss-of-function studies demonstrate that KLF4, previously shown to mediate proinflammatory signaling in human macrophages in vitro, is essential for differentiation of mouse inflammatory monocytes, and is involved in the differentiation of resident monocytes.",True,RESULTS
2451,Klf4 is not required for proper myeloid cell differentiation.,"In addition, inducible expression of KLF4 in the HL60 human acute myeloid leukemia cell line stimulated monocytic differentiation and enhanced 12-O-tetradecanoylphorbol 13-acetate induced macrophage differentiation, but blocked all-trans-retinoic acid induced granulocytic differentiation of HL60 cells.",True,RESULTS
2452,Klf4 is not required for proper myeloid cell differentiation.,The inflammation-selective effects of loss-of-KLF4 and the gain-of-KLF4-induced monocytic differentiation in HL60 cells identify KLF4 as a key regulator of monocytic differentiation and a potential target for translational immune modulation.,True,CONCLUSIONS
2453,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,"Molecules associated with the transforming growth factor β (TGF-β) superfamily, such as bone morphogenic proteins (BMPs) and TGF-β, are key regulators of inflammation, apoptosis and cellular transitions.",False,BACKGROUND
2454,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,Here we show that the BMP receptor activin-like kinase 3 (Alk3) is elevated early in diseased kidneys after injury.,False,BACKGROUND
2455,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,"We also found that its deletion in the tubular epithelium leads to enhanced TGF-β1-Smad family member 3 (Smad3) signaling, epithelial damage and fibrosis, suggesting a protective role for Alk3-mediated signaling in the kidney.",True,BACKGROUND
2456,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,"A structure-function analysis of the BMP-Alk3-BMP receptor, type 2 (BMPR2) ligand-receptor complex, along with synthetic organic chemistry, led us to construct a library of small peptide agonists of BMP signaling that function through the Alk3 receptor.",False,METHODS
2457,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,"One such peptide agonist, THR-123, suppressed inflammation, apoptosis and the epithelial-to-mesenchymal transition program and reversed established fibrosis in five mouse models of acute and chronic renal injury.",False,RESULTS
